week_ending,week_number,weekly_gross_overall,show,theatre,weekly_gross,potential_gross,avg_ticket_price,top_ticket_price,seats_sold,seats_in_theatre,pct_capacity,performances,previews
2019-04-07,45,35291615.88,Chicago,Ambassador Theatre,539906.52,960444,83.5,187,6466,1080,0.7484,8,0
2019-04-07,45,35291615.88,Come From Away,Gerald Schoenfeld Theatre,1003206.86,1154784,118.32,297,8479,1046,1.0133,8,0
2019-04-07,45,35291615.88,Dear Evan Hansen,Music Box Theatre,1346387.36,1352224,168.57,348,7987,984,1.0146,8,0
2019-04-07,45,35291615.88,Frozen,St. James Theatre,1226701.9,1418364,97.55,199.5,12575,1684,0.9334,8,0
2019-04-07,45,35291615.88,Gary: A Sequel to Titus Andronicus,Booth Theatre,381334,866704,65.79,273,5796,770,0.9409,0,8
2019-04-07,45,35291615.88,Hadestown,Walter Kerr Theatre,615074.45,746109,96.45,399,6377,918,0.9924,0,7
2019-04-07,45,35291615.88,Hamilton,Richard Rodgers Theatre,2940209,2750670,273.92,849,10734,1321,1.0157,8,0
2019-04-07,45,35291615.88,"Harry Potter and the Cursed Child, Parts One and Two",Lyric Theatre,1802396,1676876,138.9,296.5,12976,1622,1,8,0
2019-04-07,45,35291615.88,Hillary and Clinton,John Golden Theatre,391944.5,817712,66.68,297,5878,787,0.9336,0,8
2019-04-07,45,35291615.88,Ink,Samuel J. Friedman Theatre,258935.6,634963,70.44,279,3676,637,0.8244,0,7
2019-04-07,45,35291615.88,King Kong,Broadway Theatre,688781.52,1562880,74.4,347,9258,1738,0.6659,8,0
2019-04-07,45,35291615.88,King Lear,Cort Theatre,473262.41,789733,69.9,273,6771,1049,0.9221,4,3
2019-04-07,45,35291615.88,Kinky Boots,Al Hirschfeld Theatre,1009004.95,1294256,111.99,249,9010,1424,0.7909,8,0
2019-04-07,45,35291615.88,"Kiss Me, Kate",Studio 54,656861.8,1004728,84.95,350,7732,998,0.9684,8,0
2019-04-07,45,35291615.88,Mean Girls,August Wilson Theatre,1135351.95,1328576,127,299.5,8940,1225,0.9122,8,0
2019-04-07,45,35291615.88,My Fair Lady,Vivian Beaumont Theater,736671,1396120,104.58,323,7044,1069,0.8237,8,0
2019-04-07,45,35291615.88,Network,Belasco Theatre,1011176.36,954335,146.1,373,6921,1015,0.9741,7,0
2019-04-07,45,35291615.88,Oklahoma!,Circle in the Square Theatre,451273.5,745936,84.76,249.5,5324,648,1.027,1,7
2019-04-07,45,35291615.88,Pretty Woman: The Musical,Nederlander Theatre,758414,1365328,103.52,275,7326,1168,0.784,8,0
2019-04-07,45,35291615.88,The Band's Visit,Ethel Barrymore Theatre,756098.5,1024568,95.87,247,7887,1039,0.9489,8,0
2019-04-07,45,35291615.88,The Book of Mormon,Eugene O'Neill Theatre,1008446.15,1190502,116.8,477.5,8634,1047,1.0308,8,0
2019-04-07,45,35291615.88,The Cher Show,Neil Simon Theatre,866211.6,1491200,100.44,247,8624,1380,0.7812,8,0
2019-04-07,45,35291615.88,The Ferryman,Bernard B. Jacobs Theatre,507232.5,965344,82.65,223,6137,1019,0.7528,8,0
2019-04-07,45,35291615.88,The Lion King,Minskoff Theatre,2160102,2375454,159.83,225,13515,1696,0.9961,8,0
2019-04-07,45,35291615.88,The Phantom of the Opera,Majestic Theatre,968557.46,1347562,86.36,213,11215,1605,0.8734,8,0
2019-04-07,45,35291615.88,The Prom,Longacre Theatre,532454.65,1102800,81.92,247,6500,1045,0.7775,8,0
2019-04-07,45,35291615.88,To Kill A Mockingbird,Sam S. Shubert Theatre,1628150.48,1386070,140.62,497,11578,1435,1.0085,8,0
2019-04-07,45,35291615.88,Tootsie,Marquis Theatre,796802,1492968,83.43,247,9551,1602,0.8517,0,7
2019-04-07,45,35291615.88,Waitress,Brooks Atkinson Theatre,651002.7,1019480,96.49,270,6747,1045,0.8071,8,0
2019-04-07,45,35291615.88,What the Constitution Means to Me,Helen Hayes Theater,410926.66,593320,89.16,197,4609,583,0.9882,8,0
2019-04-07,45,35291615.88,Wicked,Gershwin Theatre,1833162,1779845,122.94,240,14911,1867,0.9986,8,0
2019-04-14,46,34725461.34,Ain't Too Proud-The Life and Times of the Temptations,Imperial Theatre,1342737.74,1444324,121.97,297,11009,1424,0.9664,8,0
2019-04-14,46,34725461.34,Aladdin,New Amsterdam Theatre,1425697.3,1603749,106.33,252.5,13408,1727,0.9705,8,0
2019-04-14,46,34725461.34,All My Sons,American Airlines Theatre,424813.7,704900,89.62,350,4740,740,0.9151,0,7
2019-04-14,46,34725461.34,Be More Chill,Lyceum Theatre,554909.5,875480,96.81,248,5732,891,0.8042,8,0
2019-04-14,46,34725461.34,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,619177.39,994804,93.55,247,6619,1026,0.8064,8,0
2019-04-14,46,34725461.34,Beetlejuice,Winter Garden Theatre,686455.83,1169827,72.21,298,9506,1493,0.9096,0,7
2019-04-14,46,34725461.34,Burn This,Hudson Theatre,762998.35,1004128,106.36,325,7174,944,0.9499,0,8
2019-04-14,46,34725461.34,Chicago,Ambassador Theatre,630707.99,960444,84.57,187,7458,1080,0.8632,8,0
2019-04-14,46,34725461.34,Come From Away,Gerald Schoenfeld Theatre,972743.4,1154784,114.78,297,8475,1046,1.0128,8,0
2019-04-14,46,34725461.34,Dear Evan Hansen,Music Box Theatre,1315053.6,1234034,165.19,348,7961,984,1.0113,8,0
2019-04-14,46,34725461.34,Frozen,St. James Theatre,1291787.2,1509567,102.13,299.5,12649,1684,0.9389,8,0
2019-04-14,46,34725461.34,Gary: A Sequel to Titus Andronicus,Booth Theatre,388549,866704,67.13,273,5788,770,0.9396,0,8
2019-04-14,46,34725461.34,Hadestown,Walter Kerr Theatre,688422.3,852696,93.68,399,7349,918,1.0007,0,8
2019-04-14,46,34725461.34,Hamilton,Richard Rodgers Theatre,3191118,3030472,296.77,849,10753,1321,1.0175,8,0
2019-04-14,46,34725461.34,"Harry Potter and the Cursed Child, Parts One and Two",Lyric Theatre,1708791.5,1676876,131.69,296.5,12976,1622,1,8,0
2019-04-14,46,34725461.34,Hillary and Clinton,John Golden Theatre,375437.5,817712,62.99,297,5960,787,0.9466,0,8
2019-04-14,46,34725461.34,Ink,Samuel J. Friedman Theatre,321953,725672,72.82,279,4421,637,0.8675,0,8
2019-04-14,46,34725461.34,King Kong,Broadway Theatre,853393.92,1562880,76.58,347,11144,1738,0.8015,8,0
2019-04-14,46,34725461.34,King Lear,Cort Theatre,640044.98,902552,95.74,273,6685,1049,0.7966,8,0
2019-04-14,46,34725461.34,"Kiss Me, Kate",Studio 54,743685.2,1004728,96.27,350,7725,998,0.9676,8,0
2019-04-14,46,34725461.34,Mean Girls,August Wilson Theatre,1132170.95,1328576,126.25,299.5,8968,1225,0.9151,8,0
2019-04-14,46,34725461.34,My Fair Lady,Vivian Beaumont Theater,774356,1396120,108.14,323,7161,1069,0.8373,8,0
2019-04-14,46,34725461.34,Network,Belasco Theatre,1006511.4,954335,145.7,373,6908,1015,0.9723,7,0
2019-04-14,46,34725461.34,Oklahoma!,Circle in the Square Theatre,599131.5,745936,114.73,249.5,5222,648,1.0073,8,0
2019-04-14,46,34725461.34,Pretty Woman: The Musical,Nederlander Theatre,808510.3,1365328,105.44,275,7668,1168,0.8206,8,0
2019-04-14,46,34725461.34,The Book of Mormon,Eugene O'Neill Theatre,1025118,1190502,119.06,477.5,8610,1047,1.0279,8,0
2019-04-14,46,34725461.34,The Cher Show,Neil Simon Theatre,879786.9,1491200,103.97,247,8462,1380,0.7665,8,0
2019-04-14,46,34725461.34,The Ferryman,Bernard B. Jacobs Theatre,529019,965344,89.26,223,5927,1019,0.7271,8,0
2019-04-14,46,34725461.34,The Lion King,Minskoff Theatre,2245485,2323876,166.76,225,13465,1696,0.9924,8,0
2019-04-14,46,34725461.34,The Phantom of the Opera,Majestic Theatre,893918.68,1347562,88.51,213,10100,1605,0.7866,8,0
2019-04-14,46,34725461.34,The Prom,Longacre Theatre,601259.75,1102800,88.77,247,6773,1045,0.8102,8,0
2019-04-14,46,34725461.34,To Kill A Mockingbird,Sam S. Shubert Theatre,1505426.96,1222355,129.77,497,11601,1435,1.0105,8,0
2019-04-14,46,34725461.34,Tootsie,Marquis Theatre,821780.7,1492968,87.33,247,9410,1602,0.8391,0,7
2019-04-14,46,34725461.34,Waitress,Brooks Atkinson Theatre,750584.2,1019480,97.71,270,7682,1045,0.9189,8,0
2019-04-14,46,34725461.34,What the Constitution Means to Me,Helen Hayes Theater,457255.6,593320,98.65,197,4635,583,0.9938,8,0
2019-04-14,46,34725461.34,Wicked,Gershwin Theatre,1756669,1779845,122.51,240,14339,1807,0.9919,8,0
2019-04-21,47,40219790.24,Ain't Too Proud-The Life and Times of the Temptations,Imperial Theatre,1396581.64,1444324,123.79,297,11282,1424,0.9903,8,0
2019-04-21,47,40219790.24,Aladdin,New Amsterdam Theatre,2048492,1925685,131.85,252.5,15537,1727,0.9996,9,0
2019-04-21,47,40219790.24,All My Sons,American Airlines Theatre,482132.4,805600,84.75,350,5689,740,0.961,0,8
2019-04-21,47,40219790.24,Be More Chill,Lyceum Theatre,727661.27,875480,107.18,248,6789,891,0.9524,8,0
2019-04-21,47,40219790.24,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,588216.5,994804,88.27,247,6664,1026,0.8119,8,0
2019-04-21,47,40219790.24,Beetlejuice,Winter Garden Theatre,797928.66,1169827,76.91,298,10375,1493,0.9927,0,7
2019-04-21,47,40219790.24,Burn This,Hudson Theatre,768765.75,1022560,102.38,325,7509,960,0.9777,8,0
2019-04-21,47,40219790.24,Chicago,Ambassador Theatre,809761.84,960444,95.14,207,8511,1080,0.9851,8,0
2019-04-21,47,40219790.24,Come From Away,Gerald Schoenfeld Theatre,1032437.7,1154784,121.04,297,8530,1046,1.0194,8,0
2019-04-21,47,40219790.24,Dear Evan Hansen,Music Box Theatre,1421558.72,1234034,177.74,348,7998,984,1.016,8,0
2019-04-21,47,40219790.24,Frozen,St. James Theatre,1784138.5,2443189,118.9,299.5,15005,1684,0.99,9,0
2019-04-21,47,40219790.24,Gary: A Sequel to Titus Andronicus,Booth Theatre,300613,866704,49.94,273,6020,770,0.9773,1,7
2019-04-21,47,40219790.24,Hadestown,Walter Kerr Theatre,776253.2,907649,105.17,399,7381,918,1.005,6,2
2019-04-21,47,40219790.24,Hamilton,Richard Rodgers Theatre,3299435,3030472,306.95,849,10749,1321,1.0171,8,0
2019-04-21,47,40219790.24,"Harry Potter and the Cursed Child, Parts One and Two",Lyric Theatre,2021090.5,1676876,155.76,296.5,12976,1622,1,8,0
2019-04-21,47,40219790.24,Hillary and Clinton,John Golden Theatre,340825,817712,56.06,297,6080,787,0.9657,5,3
2019-04-21,47,40219790.24,Ink,Samuel J. Friedman Theatre,316263.3,725672,67.71,279,4671,637,0.9166,0,8
2019-04-21,47,40219790.24,King Kong,Broadway Theatre,986113.48,1562880,81.42,347,12112,1738,0.8711,8,0
2019-04-21,47,40219790.24,King Lear,Cort Theatre,608716.5,902552,93.91,273,6482,1049,0.7724,8,0
2019-04-21,47,40219790.24,"Kiss Me, Kate",Studio 54,779009.2,1004728,98.68,250,7894,998,0.9887,8,0
2019-04-21,47,40219790.24,Mean Girls,August Wilson Theatre,1360359,1328576,138.05,324.5,9854,1225,1.0055,8,0
2019-04-21,47,40219790.24,My Fair Lady,Vivian Beaumont Theater,885763,1396120,109.41,323,8096,1069,0.9467,8,0
2019-04-21,47,40219790.24,Network,Belasco Theatre,1020895.94,954335,143.65,373,7107,1015,1.0003,7,0
2019-04-21,47,40219790.24,Oklahoma!,Circle in the Square Theatre,604973,745936,114.9,249.5,5265,648,1.0156,8,0
2019-04-21,47,40219790.24,Pretty Woman: The Musical,Nederlander Theatre,808523,1365328,99.49,275,8127,1168,0.8698,8,0
2019-04-21,47,40219790.24,The Book of Mormon,Eugene O'Neill Theatre,1123519.6,1190502,129.32,477.5,8688,1047,1.0372,8,0
2019-04-21,47,40219790.24,The Cher Show,Neil Simon Theatre,790985.5,1491200,92.34,247,8566,1380,0.7759,8,0
2019-04-21,47,40219790.24,The Ferryman,Bernard B. Jacobs Theatre,517930.92,965344,93.59,223,5534,1019,0.6789,8,0
2019-04-21,47,40219790.24,The Lion King,Minskoff Theatre,3149674,3104572,206.81,225,15230,1696,0.9978,9,0
2019-04-21,47,40219790.24,The Phantom of the Opera,Majestic Theatre,1444820.58,1347562,116.62,247,12389,1605,0.9649,8,0
2019-04-21,47,40219790.24,The Prom,Longacre Theatre,659804,1102800,87.44,297,7546,1045,0.9026,8,0
2019-04-21,47,40219790.24,To Kill A Mockingbird,Sam S. Shubert Theatre,1720828.14,1386070,147.56,497,11662,1435,1.0159,8,0
2019-04-21,47,40219790.24,Tootsie,Marquis Theatre,907612.3,1691592,73.87,247,12287,1602,0.9587,0,8
2019-04-21,47,40219790.24,Waitress,Brooks Atkinson Theatre,842417.1,1019480,104.49,270,8062,1045,0.9644,8,0
2019-04-21,47,40219790.24,What the Constitution Means to Me,Helen Hayes Theater,462612,593320,100.5,197,4603,583,0.9869,8,0
2019-04-21,47,40219790.24,Wicked,Gershwin Theatre,2633078,2002325.5,155.53,240,16930,1926,0.9767,9,0
2019-04-28,48,38151115.68,Ain't Too Proud-The Life and Times of the Temptations,Imperial Theatre,1445891.69,1444324,127.22,297,11365,1424,0.9976,8,0
2019-04-28,48,38151115.68,Aladdin,New Amsterdam Theatre,1676709.5,1621083,121.9,252.5,13755,1727,0.9956,8,0
2019-04-28,48,38151115.68,All My Sons,American Airlines Theatre,477447.8,805600,81.28,350,5874,740,0.9922,8,0
2019-04-28,48,38151115.68,Be More Chill,Lyceum Theatre,630822.24,875480,98.69,248,6392,891,0.8967,8,0
2019-04-28,48,38151115.68,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,728754.02,994804,96.17,247,7578,1026,0.9232,8,0
2019-04-28,48,38151115.68,Beetlejuice,Winter Garden Theatre,834394.86,1320098,69.67,298,11977,1493,1.0028,4,4
2019-04-28,48,38151115.68,Burn This,Hudson Theatre,932390.5,1022560,124.83,325,7469,960,0.9725,8,0
2019-04-28,48,38151115.68,Chicago,Ambassador Theatre,769057.92,960444,92.75,207,8292,1080,0.9597,8,0
2019-04-28,48,38151115.68,Come From Away,Gerald Schoenfeld Theatre,1030307.56,1154784,120.83,297,8527,1046,1.019,8,0
2019-04-28,48,38151115.68,Dear Evan Hansen,Music Box Theatre,1362505.75,1234034,170.61,348,7986,984,1.0145,8,0
2019-04-28,48,38151115.68,Frozen,St. James Theatre,1467624.1,2174280,110.52,299.5,13279,1684,0.9857,8,0
2019-04-28,48,38151115.68,Gary: A Sequel to Titus Andronicus,Booth Theatre,354408.18,866704,61.77,273,5738,770,0.9315,8,0
2019-04-28,48,38151115.68,Hadestown,Walter Kerr Theatre,959449.9,1094012,129.36,399,7417,918,1.0099,8,0
2019-04-28,48,38151115.68,Hamilton,Richard Rodgers Theatre,3243577,3030472,301.56,849,10756,1321,1.0178,8,0
2019-04-28,48,38151115.68,"Harry Potter and the Cursed Child, Parts One and Two",Lyric Theatre,1716124.5,1676876,132.25,296.5,12976,1622,1,8,0
2019-04-28,48,38151115.68,Hillary and Clinton,John Golden Theatre,493352.5,814632,80.09,297,6160,787,0.9784,8,0
2019-04-28,48,38151115.68,Ink,Samuel J. Friedman Theatre,327495.1,720483,71.16,299,4602,637,0.9031,7,1
2019-04-28,48,38151115.68,King Kong,Broadway Theatre,807054.96,1345870,79.31,347,10176,1738,0.8364,7,0
2019-04-28,48,38151115.68,King Lear,Cort Theatre,582678,902552,93.92,273,6204,1049,0.7393,8,0
2019-04-28,48,38151115.68,"Kiss Me, Kate",Studio 54,795890.8,1004728,100.06,350,7954,998,0.9962,8,0
2019-04-28,48,38151115.68,Mean Girls,August Wilson Theatre,1139910.25,1328576,123.76,277.5,9211,1225,0.9399,8,0
2019-04-28,48,38151115.68,My Fair Lady,Vivian Beaumont Theater,875195.5,1396120,110.45,323,7924,1069,0.9266,8,0
2019-04-28,48,38151115.68,Network,Belasco Theatre,1052593.54,954335,146.25,373,7197,1015,1.0129,7,0
2019-04-28,48,38151115.68,Oklahoma!,Circle in the Square Theatre,651744.4,745936,123.76,249.5,5266,648,1.0158,8,0
2019-04-28,48,38151115.68,Pretty Woman: The Musical,Nederlander Theatre,951611.6,1365328,106.92,275,8900,1168,0.9525,8,0
2019-04-28,48,38151115.68,The Book of Mormon,Eugene O'Neill Theatre,1062196.5,1190502,122.49,477.5,8672,1047,1.0353,8,0
2019-04-28,48,38151115.68,The Cher Show,Neil Simon Theatre,997823.3,1491200,105.1,247,9494,1380,0.86,8,0
2019-04-28,48,38151115.68,The Ferryman,Bernard B. Jacobs Theatre,595398,965344,102.32,223,5819,1019,0.7138,8,0
2019-04-28,48,38151115.68,The Lion King,Minskoff Theatre,2451371,2604437,180.66,225,13569,1696,1.0001,8,0
2019-04-28,48,38151115.68,The Phantom of the Opera,Majestic Theatre,1177266.77,1347562,105.96,247,11110,1605,0.8653,8,0
2019-04-28,48,38151115.68,The Prom,Longacre Theatre,615457.5,1102800,82.93,297,7421,1045,0.8877,8,0
2019-04-28,48,38151115.68,To Kill A Mockingbird,Sam S. Shubert Theatre,1756185.24,1386070,150.6,497,11661,1435,1.0158,8,0
2019-04-28,48,38151115.68,Tootsie,Marquis Theatre,959001,1492968,93.54,247,10252,1602,0.9142,6,1
2019-04-28,48,38151115.68,Waitress,Brooks Atkinson Theatre,750283,1019480,104.6,270,7173,1045,0.858,8,0
2019-04-28,48,38151115.68,What the Constitution Means to Me,Helen Hayes Theater,478075.2,593320,105.09,197,4549,583,0.9753,8,0
2019-04-28,48,38151115.68,Wicked,Gershwin Theatre,2001066,1779845,141.19,240,14173,1807,0.9804,8,0
2019-05-05,49,34151624.49,Ain't Too Proud-The Life and Times of the Temptations,Imperial Theatre,1445734,1444324,128.6,297,11242,1424,0.9868,8,0
2019-05-05,49,34151624.49,Aladdin,New Amsterdam Theatre,1457672.5,1436163,106.56,212.5,13680,1727,0.9902,8,0
2019-05-05,49,34151624.49,All My Sons,American Airlines Theatre,469296.4,805600,88.05,350,5330,740,0.9003,8,0
2019-05-05,49,34151624.49,Be More Chill,Lyceum Theatre,411115.85,875480,84.87,248,4844,891,0.6796,8,0
2019-05-05,49,34151624.49,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,623319,994804,91.53,247,6810,1026,0.8297,8,0
2019-05-05,49,34151624.49,Beetlejuice,Winter Garden Theatre,818903.5,1359408,81.19,298,10086,1493,0.8444,8,0
2019-05-05,49,34151624.49,Burn This,Hudson Theatre,856396.5,1022560,119.98,325,7138,960,0.9294,8,0
2019-05-05,49,34151624.49,Chicago,Ambassador Theatre,746860.81,960444,90.03,187,8296,1080,0.9602,8,0
2019-05-05,49,34151624.49,Come From Away,Gerald Schoenfeld Theatre,959765.7,1154784,113.3,297,8471,1046,1.0123,8,0
2019-05-05,49,34151624.49,Dear Evan Hansen,Music Box Theatre,1208235.6,1234034,153.23,348,7885,984,1.0017,8,0
2019-05-05,49,34151624.49,Frankie and Johnny in the Clair de Lune,Broadhurst Theatre,69369.5,152431,71.22,247,974,1163,0.8375,0,1
2019-05-05,49,34151624.49,Frozen,St. James Theatre,1119824.5,1195630,97.25,227.5,11515,1684,0.8547,8,0
2019-05-05,49,34151624.49,Gary: A Sequel to Titus Andronicus,Booth Theatre,314335,866704,54.04,273,5817,770,0.9443,8,0
2019-05-05,49,34151624.49,Hadestown,Walter Kerr Theatre,1055455.75,1094012,142,399,7433,918,1.0121,8,0
2019-05-05,49,34151624.49,Hamilton,Richard Rodgers Theatre,3188340,3030472,296.45,849,10755,1321,1.0177,8,0
2019-05-05,49,34151624.49,"Harry Potter and the Cursed Child, Parts One and Two",Lyric Theatre,1602693,1676876,123.51,296.5,12976,1622,1,8,0
2019-05-05,49,34151624.49,Hillary and Clinton,John Golden Theatre,429387.78,814632,78.74,297,5453,787,0.8661,8,0
2019-05-05,49,34151624.49,Ink,Samuel J. Friedman Theatre,428622.5,831472,95.55,299,4486,637,0.8803,8,0
2019-05-05,49,34151624.49,King Kong,Broadway Theatre,620396.58,1466372,68.62,248,9041,1738,0.6502,8,0
2019-05-05,49,34151624.49,King Lear,Cort Theatre,493146,902552,88.79,273,5554,1049,0.6618,8,0
2019-05-05,49,34151624.49,"Kiss Me, Kate",Studio 54,766861,1004728,99.46,350,7710,998,0.9657,8,0
2019-05-05,49,34151624.49,Mean Girls,August Wilson Theatre,833504.05,1328576,101.96,277.5,8175,1225,0.8342,8,0
2019-05-05,49,34151624.49,My Fair Lady,Vivian Beaumont Theater,719043,1396120,101.73,323,7068,1069,0.8265,8,0
2019-05-05,49,34151624.49,Oklahoma!,Circle in the Square Theatre,625193,745936,120.09,249.5,5206,651,0.9996,8,0
2019-05-05,49,34151624.49,Pretty Woman: The Musical,Nederlander Theatre,773022.5,1365328,103.62,275,7460,1168,0.7984,8,0
2019-05-05,49,34151624.49,The Book of Mormon,Eugene O'Neill Theatre,1001871.15,1190502,116.46,477.5,8603,1047,1.0271,8,0
2019-05-05,49,34151624.49,The Cher Show,Neil Simon Theatre,921366,1491200,104,247,8859,1380,0.8024,8,0
2019-05-05,49,34151624.49,The Ferryman,Bernard B. Jacobs Theatre,560318.5,965344,98.68,223,5678,1019,0.6965,8,0
2019-05-05,49,34151624.49,The Lion King,Minskoff Theatre,2221394,2333099,164.05,225,13541,1696,0.998,8,0
2019-05-05,49,34151624.49,The Phantom of the Opera,Majestic Theatre,1099151.2,1347562,90.06,213,12205,1605,0.9505,8,0
2019-05-05,49,34151624.49,The Prom,Longacre Theatre,527885.95,1040870,80.06,247,6594,1045,0.7888,8,0
2019-05-05,49,34151624.49,To Kill A Mockingbird,Sam S. Shubert Theatre,1767464.47,1386070,151.92,497,11634,1435,1.0134,8,0
2019-05-05,49,34151624.49,Tootsie,Marquis Theatre,1256768.8,1725792,112.93,247,11129,1602,0.8684,8,0
2019-05-05,49,34151624.49,Waitress,Brooks Atkinson Theatre,652861.9,1019480,94.77,270,6889,1045,0.824,8,0
2019-05-05,49,34151624.49,What the Constitution Means to Me,Helen Hayes Theater,495659.5,593320,106.62,197,4649,583,0.9968,8,0
2019-05-05,49,34151624.49,Wicked,Gershwin Theatre,1610389,1779845,115.76,240,13911,1807,0.9623,8,0
2019-05-12,50,36855346.97,Ain't Too Proud-The Life and Times of the Temptations,Imperial Theatre,1494459.45,1444324,131.5,297,11365,1424,0.9976,8,0
2019-05-12,50,36855346.97,Aladdin,New Amsterdam Theatre,1310533.1,1424493,98.45,212.5,13312,1727,0.9635,8,0
2019-05-12,50,36855346.97,All My Sons,American Airlines Theatre,528645.2,805600,98.74,350,5354,740,0.9044,8,0
2019-05-12,50,36855346.97,Be More Chill,Lyceum Theatre,407296.04,875480,85.87,248,4743,891,0.6654,8,0
2019-05-12,50,36855346.97,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,633119.62,994804,92.75,247,6826,1026,0.8316,8,0
2019-05-12,50,36855346.97,Beetlejuice,Winter Garden Theatre,856787.04,1423648,89.67,298,9555,1493,0.8,8,0
2019-05-12,50,36855346.97,Burn This,Hudson Theatre,853966.5,1022560,117.63,325,7260,960,0.9453,8,0
2019-05-12,50,36855346.97,Chicago,Ambassador Theatre,650128.25,960444,85.05,187,7644,1080,0.8847,8,0
2019-05-12,50,36855346.97,Come From Away,Gerald Schoenfeld Theatre,989567,1154784,116.6,297,8487,1046,1.0142,8,0
2019-05-12,50,36855346.97,Dear Evan Hansen,Music Box Theatre,1181292.49,1234034,148.95,348,7931,984,1.0075,8,0
2019-05-12,50,36855346.97,Frankie and Johnny in the Clair de Lune,Broadhurst Theatre,280004.5,1023617,50.24,247,5573,1163,0.6846,0,7
2019-05-12,50,36855346.97,Frozen,St. James Theatre,1032795.2,1216425,93.75,252.5,11016,1684,0.8177,8,0
2019-05-12,50,36855346.97,Gary: A Sequel to Titus Andronicus,Booth Theatre,307770.5,866704,55.53,273,5542,770,0.8997,8,0
2019-05-12,50,36855346.97,Hadestown,Walter Kerr Theatre,1097115.45,1094012,147.64,399,7431,918,1.0118,8,0
2019-05-12,50,36855346.97,Hamilton,Richard Rodgers Theatre,3139022,3030472,291.92,849,10753,1321,1.0175,8,0
2019-05-12,50,36855346.97,"Harry Potter and the Cursed Child, Parts One and Two",Lyric Theatre,1575933,1676876,121.45,296.5,12976,1622,1,8,0
2019-05-12,50,36855346.97,Hillary and Clinton,John Golden Theatre,395738.5,814632,72.47,297,5461,787,0.8674,8,0
2019-05-12,50,36855346.97,Ink,Samuel J. Friedman Theatre,408551,831472,93.66,299,4362,637,0.856,8,0
2019-05-12,50,36855346.97,King Kong,Broadway Theatre,619539.98,1466372,68.39,248,9059,1738,0.6515,8,0
2019-05-12,50,36855346.97,King Lear,Cort Theatre,460484.64,902552,81.04,273,5682,1049,0.6771,8,0
2019-05-12,50,36855346.97,"Kiss Me, Kate",Studio 54,819803.6,1004728,104.86,350,7818,998,0.9792,8,0
2019-05-12,50,36855346.97,Mean Girls,August Wilson Theatre,817418,1176000,102,299.5,8014,1225,0.8178,8,0
2019-05-12,50,36855346.97,Morrissey,Lunt-Fontanne Theatre,1881374,2037833,186.55,397,10085,1495,0.9637,7,0
2019-05-12,50,36855346.97,My Fair Lady,Vivian Beaumont Theater,773979,1396120,111.2,323,6960,1069,0.8138,8,0
2019-05-12,50,36855346.97,Network,Belasco Theatre,950745.26,954335,133.05,373,7146,1015,1.0058,7,0
2019-05-12,50,36855346.97,Oklahoma!,Circle in the Square Theatre,615366,745936,119.47,249.5,5151,651,0.9891,8,0
2019-05-12,50,36855346.97,Pretty Woman: The Musical,Nederlander Theatre,821784.5,1365328,107.85,275,7620,1168,0.8155,8,0
2019-05-12,50,36855346.97,The Book of Mormon,Eugene O'Neill Theatre,1031512,1190502,120.24,477.5,8579,1047,1.0242,8,0
2019-05-12,50,36855346.97,The Cher Show,Neil Simon Theatre,983477.3,1491200,108.36,247,9076,1380,0.8221,8,0
2019-05-12,50,36855346.97,The Ferryman,Bernard B. Jacobs Theatre,563017.34,965344,96.16,223,5855,1019,0.7182,8,0
2019-05-12,50,36855346.97,The Lion King,Minskoff Theatre,2042084,2375145,151.94,225,13440,1696,0.9906,8,0
2019-05-12,50,36855346.97,The Phantom of the Opera,Majestic Theatre,916891.7,1347562,86.18,213,10639,1605,0.8286,8,0
2019-05-12,50,36855346.97,The Prom,Longacre Theatre,583781.45,1040870,85.49,247,6829,1045,0.8169,8,0
2019-05-12,50,36855346.97,To Kill A Mockingbird,Sam S. Shubert Theatre,1632526.96,1222355,140.3,497,11636,1435,1.0136,8,0
2019-05-12,50,36855346.97,Tootsie,Marquis Theatre,1409488,1725792,119.25,247,11820,1602,0.9223,8,0
2019-05-12,50,36855346.97,Waitress,Brooks Atkinson Theatre,696741.1,1019480,95.85,270,7269,1045,0.8695,8,0
2019-05-12,50,36855346.97,What the Constitution Means to Me,Helen Hayes Theater,504173.3,593320,109.41,197,4608,583,0.988,8,0
2019-05-12,50,36855346.97,Wicked,Gershwin Theatre,1588434,1779845,117.82,240,13482,1807,0.9326,8,0
2019-05-19,51,35092350.5,Ain't Too Proud-The Life and Times of the Temptations,Imperial Theatre,1463394.01,1444324,128.67,297,11373,1424,0.9983,8,0
2019-05-19,51,35092350.5,Aladdin,New Amsterdam Theatre,1378027.5,1477642,102.59,227.5,13432,1727,0.9722,8,0
2019-05-19,51,35092350.5,All My Sons,American Airlines Theatre,493421,867280,94.25,350,5235,740,0.8843,8,0
2019-05-19,51,35092350.5,Be More Chill,Lyceum Theatre,431935.15,875480,72.45,248,5962,891,0.8364,8,0
