week_ending,week_number,weekly_gross_overall,show,theatre,weekly_gross,potential_gross,avg_ticket_price,top_ticket_price,seats_sold,seats_in_theatre,pct_capacity,performances,previews
2019-01-06,32,37530273.1,Aladdin,New Amsterdam Theatre,1634003,1711079,120.01,227.5,13616,1727,0.9855,8,0
2019-01-06,32,37530273.1,American Son,Booth Theatre,563571.95,888864,103.52,248,5444,774,0.8792,8,0
2019-01-06,32,37530273.1,Anastasia,Broadhurst Theatre,785201.1,962806,107.12,273,7330,1143,0.9161,7,0
2019-01-06,32,37530273.1,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,623691.2,1106908,86.47,247,7213,1026,0.8788,8,0
2019-01-06,32,37530273.1,Chicago,Ambassador Theatre,695186.36,967724,100.9,238,6890,1080,0.7975,8,0
2019-01-06,32,37530273.1,Choir Boy,Samuel J. Friedman Theatre,239473.5,628152,49.09,199,4878,637,0.9572,0,8
2019-01-06,32,37530273.1,Come From Away,Gerald Schoenfeld Theatre,1057354.9,1154784,123.77,297,8543,1046,1.0209,8,0
2019-01-06,32,37530273.1,Dear Evan Hansen,Music Box Theatre,1455251.9,1352224,181.95,448,7998,984,1.016,8,0
2019-01-06,32,37530273.1,Frozen,St. James Theatre,1675853.5,1501264,125.22,349.5,13383,1684,0.9934,8,0
2019-01-06,32,37530273.1,Hamilton,Richard Rodgers Theatre,3344261,2954373,310.89,849,10757,1321,1.0179,8,0
2019-01-06,32,37530273.1,"Harry Potter and the Cursed Child, Parts One and Two",Lyric Theatre,2251788,1988464,173.53,296.5,12976,1622,1,8,0
2019-01-06,32,37530273.1,Head Over Heels,Hudson Theatre,342866.5,883552,58.03,258,5908,963,0.8764,7,0
2019-01-06,32,37530273.1,King Kong,Broadway Theatre,799952.08,1407714,99.99,397,8000,1738,0.6576,7,0
2019-01-06,32,37530273.1,Kinky Boots,Al Hirschfeld Theatre,760266.75,1294256,94.44,249,8050,1424,0.7066,8,0
2019-01-06,32,37530273.1,Mean Girls,August Wilson Theatre,1444083.75,1328576,146.68,324.5,9845,1225,1.0046,8,0
2019-01-06,32,37530273.1,Mike Birbiglia's The New One,Cort Theatre,353461.5,972304,68.73,223,5143,1073,0.5991,8,0
2019-01-06,32,37530273.1,My Fair Lady,Vivian Beaumont Theater,1038006,1396120,131.73,323,7880,1069,0.9214,8,0
2019-01-06,32,37530273.1,Network,Belasco Theatre,1196999.76,1089780,148.53,473,8059,1015,0.9925,8,0
2019-01-06,32,37530273.1,Once On This Island,Circle in the Square Theatre,727235.5,792176,125.86,249.5,5778,696,1.0377,8,0
2019-01-06,32,37530273.1,Pretty Woman: The Musical,Nederlander Theatre,940504.2,1365328,115.23,275,8162,1168,0.8735,8,0
2019-01-06,32,37530273.1,School of Rock - The Musical,Winter Garden Theatre,1057603.6,1443688,94.02,273,11249,1523,0.9233,8,0
2019-01-06,32,37530273.1,The Band's Visit,Ethel Barrymore Theatre,534785,900177,90.26,297,5925,1039,0.8147,7,0
2019-01-06,32,37530273.1,The Book of Mormon,Eugene O'Neill Theatre,1232861,1190502,141.85,477.5,8691,1047,1.0376,8,0
2019-01-06,32,37530273.1,The Cher Show,Neil Simon Theatre,1095626.9,1491200,106.3,247,10307,1380,0.9336,8,0
2019-01-06,32,37530273.1,The Ferryman,Bernard B. Jacobs Theatre,781247.22,994184,105.37,297,7414,1019,0.9095,8,0
2019-01-06,32,37530273.1,The Lifespan of a Fact,Studio 54,902522,1079264,117.23,247,7699,1004,0.9585,8,0
2019-01-06,32,37530273.1,The Lion King,Minskoff Theatre,2468269,2471136,183.95,225,13418,1696,0.9889,8,0
2019-01-06,32,37530273.1,The Phantom of the Opera,Majestic Theatre,1208964.8,1347562,111.29,247,10863,1605,0.846,8,0
2019-01-06,32,37530273.1,The Play That Goes Wrong,Lyceum Theatre,497220.5,677688,82.42,197,6033,854,0.8831,8,0
2019-01-06,32,37530273.1,The Prom,Longacre Theatre,617817.45,1102800,86.54,247,7139,1045,0.8539,8,0
2019-01-06,32,37530273.1,The Waverly Gallery,John Golden Theatre,345186,664243,70.95,273,4865,787,0.8831,7,0
2019-01-06,32,37530273.1,To Kill A Mockingbird,Sam S. Shubert Theatre,1585250.28,1386070,135.87,497,11667,1435,1.0163,8,0
2019-01-06,32,37530273.1,Torch Song,Helen Hayes Theater,276173.4,648712,69.04,248,4000,585,0.8547,8,0
2019-01-06,32,37530273.1,True West,American Airlines Theatre,418005.5,678370,85.82,350,4871,740,0.9403,0,7
2019-01-06,32,37530273.1,Waitress,Brooks Atkinson Theatre,539472,1019480,97.91,270,5510,1045,0.6591,8,0
2019-01-06,32,37530273.1,Wicked,Gershwin Theatre,2040256,1779845,135.49,240,15058,1926,0.9773,8,0
2019-01-13,33,31937248.07,Aladdin,New Amsterdam Theatre,1187766.5,1487731,91.54,215.5,12975,1727,0.9391,8,0
2019-01-13,33,31937248.07,American Son,Booth Theatre,654674.55,888864,115.04,248,5691,774,0.9191,8,0
2019-01-13,33,31937248.07,Anastasia,Broadhurst Theatre,645727.7,1093588,87.78,273,7356,1143,0.8045,8,0
2019-01-13,33,31937248.07,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,604651.5,1106908,87.11,247,6941,1026,0.8456,8,0
2019-01-13,33,31937248.07,Chicago,Ambassador Theatre,521475.1,967724,81.77,187,6377,1080,0.7381,8,0
2019-01-13,33,31937248.07,Choir Boy,Samuel J. Friedman Theatre,261675.5,603123,53.77,249,4867,637,0.9551,8,0
2019-01-13,33,31937248.07,Come From Away,Gerald Schoenfeld Theatre,1009516,1154784,118.25,297,8537,1046,1.0202,8,0
2019-01-13,33,31937248.07,Dear Evan Hansen,Music Box Theatre,1318615.15,1352224,165.18,448,7983,984,1.0141,8,0
2019-01-13,33,31937248.07,Frozen,St. James Theatre,1327335.4,1326583,105.13,299.5,12626,1684,0.9372,8,0
2019-01-13,33,31937248.07,Hamilton,Richard Rodgers Theatre,3157730,2993608,293.66,849,10753,1321,1.0175,8,0
2019-01-13,33,31937248.07,"Harry Potter and the Cursed Child, Parts One and Two",Lyric Theatre,2053032.5,1988464,158.22,296.5,12976,1622,1,8,0
2019-01-13,33,31937248.07,King Kong,Broadway Theatre,755706,1596930,82.59,347,9150,1738,0.6581,8,0
2019-01-13,33,31937248.07,Kinky Boots,Al Hirschfeld Theatre,583966.8,1294256,85.2,249,6854,1424,0.6017,8,0
2019-01-13,33,31937248.07,Mean Girls,August Wilson Theatre,1248296.2,1328576,127.43,299.5,9796,1225,0.9996,8,0
2019-01-13,33,31937248.07,Mike Birbiglia's The New One,Cort Theatre,467914.5,982794,78.25,223,5980,1073,0.6966,8,0
2019-01-13,33,31937248.07,My Fair Lady,Vivian Beaumont Theater,902100.5,1396120,123.74,323,7290,1069,0.8524,8,0
2019-01-13,33,31937248.07,Network,Belasco Theatre,1026007.76,954335,145.47,473,7053,1015,0.9927,7,0
2019-01-13,33,31937248.07,Pretty Woman: The Musical,Nederlander Theatre,824366.3,1365328,108.27,275,7614,1168,0.8149,8,0
2019-01-13,33,31937248.07,School of Rock - The Musical,Winter Garden Theatre,735675.6,1443688,81.77,273,8997,1523,0.7384,8,0
2019-01-13,33,31937248.07,The Band's Visit,Ethel Barrymore Theatre,550626.6,1024568,70.67,247,7791,1039,0.9373,8,0
2019-01-13,33,31937248.07,The Book of Mormon,Eugene O'Neill Theatre,1137486.5,1190502,132,477.5,8617,1047,1.0288,8,0
2019-01-13,33,31937248.07,The Cher Show,Neil Simon Theatre,1134381.8,1491200,111.32,247,10190,1380,0.923,8,0
2019-01-13,33,31937248.07,The Ferryman,Bernard B. Jacobs Theatre,874585.7,994184,116.3,297,7520,1019,0.9225,8,0
2019-01-13,33,31937248.07,The Lifespan of a Fact,Studio 54,1000817.1,1079264,125.73,247,7960,1004,0.991,8,0
2019-01-13,33,31937248.07,The Lion King,Minskoff Theatre,1848667,1951705,141.67,225,13049,1696,0.9617,8,0
2019-01-13,33,31937248.07,The Phantom of the Opera,Majestic Theatre,705017.98,1347562,84.08,213,8385,1605,0.653,8,0
2019-01-13,33,31937248.07,The Prom,Longacre Theatre,623622.6,1102800,87.46,247,7130,1045,0.8529,8,0
2019-01-13,33,31937248.07,The Waverly Gallery,John Golden Theatre,440853.57,756832,72.5,273,6081,787,0.9659,8,0
2019-01-13,33,31937248.07,To Kill A Mockingbird,Sam S. Shubert Theatre,1536166.56,1386070,131.62,497,11671,1435,1.0166,8,0
2019-01-13,33,31937248.07,True West,American Airlines Theatre,423166.3,775280,79.35,350,5333,740,0.9008,0,8
2019-01-13,33,31937248.07,Waitress,Brooks Atkinson Theatre,972519.8,1019480,125.93,270,7723,1045,0.9238,8,0
2019-01-13,33,31937248.07,Wicked,Gershwin Theatre,1403103,1779845,107.03,240,13109,1807,0.9068,8,0
2019-01-20,34,31699189.77,Aladdin,New Amsterdam Theatre,1203770.6,1422546,95.43,227.5,12614,1727,0.913,8,0
2019-01-20,34,31699189.77,American Son,Booth Theatre,738615.95,888864,119.58,248,6177,774,0.9976,8,0
2019-01-20,34,31699189.77,Anastasia,Broadhurst Theatre,664184,1105421,86.4,297,7687,1143,0.8407,8,0
2019-01-20,34,31699189.77,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,670658.4,1106908,91.78,247,7307,1026,0.8902,8,0
2019-01-20,34,31699189.77,Chicago,Ambassador Theatre,564905.05,967724,84.28,203,6703,1080,0.7758,8,0
2019-01-20,34,31699189.77,Choir Boy,Samuel J. Friedman Theatre,343856.9,686712,80,249,4298,637,0.8434,8,0
2019-01-20,34,31699189.77,Come From Away,Gerald Schoenfeld Theatre,1047034.84,1154784,123.12,297,8504,1046,1.0163,8,0
2019-01-20,34,31699189.77,Dear Evan Hansen,Music Box Theatre,1308966.17,1352224,163.81,397,7991,984,1.0151,8,0
2019-01-20,34,31699189.77,Frozen,St. James Theatre,1249532.1,1326583,107.11,299.5,11666,1684,0.8659,8,0
2019-01-20,34,31699189.77,Hamilton,Richard Rodgers Theatre,3217087,3030472,299.15,849,10754,1321,1.0176,8,0
2019-01-20,34,31699189.77,"Harry Potter and the Cursed Child, Parts One and Two",Lyric Theatre,2063774,1988464,159.05,296.5,12976,1622,1,8,0
2019-01-20,34,31699189.77,King Kong,Broadway Theatre,710009.65,1596930,79.49,347,8932,1738,0.6424,8,0
2019-01-20,34,31699189.77,Kinky Boots,Al Hirschfeld Theatre,664409.05,1294256,86.16,249,7711,1424,0.6769,8,0
2019-01-20,34,31699189.77,Mean Girls,August Wilson Theatre,1286297,1328576,133.99,299.5,9600,1225,0.9796,8,0
2019-01-20,34,31699189.77,Mike Birbiglia's The New One,Cort Theatre,533335,982794,84.43,223,6317,1073,0.7359,8,0
2019-01-20,34,31699189.77,My Fair Lady,Vivian Beaumont Theater,895277,1396120,126.2,323,7094,1069,0.8295,8,0
2019-01-20,34,31699189.77,Network,Belasco Theatre,1051928.72,954335,147.49,473,7132,1015,1.0038,7,0
2019-01-20,34,31699189.77,Pretty Woman: The Musical,Nederlander Theatre,868871.9,1365328,112.56,275,7719,1168,0.8261,8,0
2019-01-20,34,31699189.77,School of Rock - The Musical,Winter Garden Theatre,909452,1443688,91.98,273,9887,1523,0.8115,8,0
2019-01-20,34,31699189.77,The Band's Visit,Ethel Barrymore Theatre,581856.2,1031928,76.11,247,7645,1039,0.9198,8,0
2019-01-20,34,31699189.77,The Book of Mormon,Eugene O'Neill Theatre,1144677.5,1190502,132.06,477.5,8668,1047,1.0349,8,0
2019-01-20,34,31699189.77,The Cher Show,Neil Simon Theatre,1106751,1491200,108.93,247,10160,1380,0.9203,8,0
2019-01-20,34,31699189.77,The Ferryman,Bernard B. Jacobs Theatre,824276.3,994184,110.98,297,7427,1019,0.9111,8,0
2019-01-20,34,31699189.77,The Lion King,Minskoff Theatre,1794617,1969027,135.02,225,13291,1696,0.9796,8,0
2019-01-20,34,31699189.77,The Phantom of the Opera,Majestic Theatre,682194.28,1347562,87.2,213,7823,1605,0.6093,8,0
2019-01-20,34,31699189.77,The Prom,Longacre Theatre,619202.05,1113250,86.34,247,7172,1045,0.8579,8,0
2019-01-20,34,31699189.77,The Waverly Gallery,John Golden Theatre,467163.5,760862,77.49,273,6029,787,0.9576,8,0
2019-01-20,34,31699189.77,To Kill A Mockingbird,Sam S. Shubert Theatre,1541088.81,1386070,131.85,497,11688,1435,1.0181,8,0
2019-01-20,34,31699189.77,True West,American Airlines Theatre,440595.4,775280,80.67,350,5462,740,0.9226,0,8
2019-01-20,34,31699189.77,Waitress,Brooks Atkinson Theatre,1026100.4,1019480,132.35,270,7753,1045,0.9274,8,0
2019-01-20,34,31699189.77,Wicked,Gershwin Theatre,1478702,1779845,110.26,240,13411,1807,0.9277,8,0
2019-01-27,35,29982380.3,Aladdin,New Amsterdam Theatre,1191763.8,1359846,89.55,215.5,13309,1727,0.9633,8,0
2019-01-27,35,29982380.3,American Son,Booth Theatre,798281.75,888864,126.17,297,6327,774,1.0218,8,0
2019-01-27,35,29982380.3,Anastasia,Broadhurst Theatre,585391.46,1093588,75.56,297,7747,1143,0.8472,8,0
2019-01-27,35,29982380.3,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,665548.7,1106908,87.98,247,7565,1026,0.9217,8,0
2019-01-27,35,29982380.3,Chicago,Ambassador Theatre,598291.3,967724,81.42,187,7348,1080,0.8505,8,0
2019-01-27,35,29982380.3,Choir Boy,Samuel J. Friedman Theatre,365102.5,686712,76.59,249,4767,637,0.9354,8,0
2019-01-27,35,29982380.3,Come From Away,Gerald Schoenfeld Theatre,963398.7,1154784,113.55,297,8484,1046,1.0139,8,0
2019-01-27,35,29982380.3,Dear Evan Hansen,Music Box Theatre,1272934.57,1352224,159.34,397,7989,984,1.0149,8,0
2019-01-27,35,29982380.3,Frozen,St. James Theatre,1308107.8,1326583,100.6,299.5,13003,1684,0.9652,8,0
2019-01-27,35,29982380.3,Hamilton,Richard Rodgers Theatre,3147991,3030472,292.75,849,10753,1321,1.0175,8,0
2019-01-27,35,29982380.3,"Harry Potter and the Cursed Child, Parts One and Two",Lyric Theatre,1957299,1988464,150.84,296.5,12976,1622,1,8,0
2019-01-27,35,29982380.3,King Kong,Broadway Theatre,811776.7,1596930,77.94,347,10416,1738,0.7491,8,0
2019-01-27,35,29982380.3,Kinky Boots,Al Hirschfeld Theatre,737308.8,1294256,86.02,249,8571,1424,0.7524,8,0
2019-01-27,35,29982380.3,Mean Girls,August Wilson Theatre,1137688.9,1328576,119.68,299.5,9506,1225,0.97,8,0
2019-01-27,35,29982380.3,My Fair Lady,Vivian Beaumont Theater,866720,1396120,114.55,323,7566,1069,0.8847,8,0
2019-01-27,35,29982380.3,Network,Belasco Theatre,1053372.08,954335,148.74,473,7082,1015,0.9968,7,0
2019-01-27,35,29982380.3,Pretty Woman: The Musical,Nederlander Theatre,826822.2,1365328,108,275,7656,1168,0.8193,8,0
2019-01-27,35,29982380.3,The Band's Visit,Ethel Barrymore Theatre,541270.6,1031928,72.43,247,7473,1039,0.8991,8,0
2019-01-27,35,29982380.3,The Book of Mormon,Eugene O'Neill Theatre,1058593,1190502,123.25,477.5,8589,1047,1.0254,8,0
2019-01-27,35,29982380.3,The Cher Show,Neil Simon Theatre,1060630.2,1491200,105.2,247,10082,1380,0.9132,8,0
2019-01-27,35,29982380.3,The Ferryman,Bernard B. Jacobs Theatre,819569.7,991944,113.72,297,7207,1019,0.8841,8,0
2019-01-27,35,29982380.3,The Lion King,Minskoff Theatre,1850189,1961755,138.19,225,13389,1696,0.9868,8,0
2019-01-27,35,29982380.3,The Phantom of the Opera,Majestic Theatre,757293.3,1347562,78.78,213,9613,1605,0.7487,8,0
2019-01-27,35,29982380.3,The Prom,Longacre Theatre,567413.92,1102800,86.1,247,6590,1045,0.7883,8,0
2019-01-27,35,29982380.3,The Waverly Gallery,John Golden Theatre,557651.6,760862,91.28,273,6109,787,0.9703,8,0
2019-01-27,35,29982380.3,To Kill A Mockingbird,Sam S. Shubert Theatre,1501589.92,1386070,128.77,423,11661,1435,1.0158,8,0
2019-01-27,35,29982380.3,True West,American Airlines Theatre,456818.5,775280,79.28,352,5762,740,0.9733,5,3
2019-01-27,35,29982380.3,Waitress,Brooks Atkinson Theatre,990810.3,1019480,127.83,270,7751,1045,0.9272,8,0
2019-01-27,35,29982380.3,Wicked,Gershwin Theatre,1532751,1779845,107.31,240,14283,1807,0.988,8,0
2019-02-03,36,26512354.56,Aladdin,New Amsterdam Theatre,1098894.4,1345598,83.31,199.5,13190,1727,0.9547,8,0
2019-02-03,36,26512354.56,Anastasia,Broadhurst Theatre,508700,1093588,69.15,297,7357,1143,0.8046,8,0
2019-02-03,36,26512354.56,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,563391,1106908,84.99,247,6629,1026,0.8076,8,0
2019-02-03,36,26512354.56,Chicago,Ambassador Theatre,526433.2,967724,78.55,187,6702,1080,0.7757,8,0
2019-02-03,36,26512354.56,Choir Boy,Samuel J. Friedman Theatre,343830.3,686712,76,249,4524,637,0.8878,8,0
2019-02-03,36,26512354.56,Come From Away,Gerald Schoenfeld Theatre,911125.3,1154784,108.12,297,8427,1046,1.0071,8,0
2019-02-03,36,26512354.56,Dear Evan Hansen,Music Box Theatre,1196117.48,1352224,151.85,397,7877,984,1.0006,8,0
2019-02-03,36,26512354.56,Frozen,St. James Theatre,1225939,1456295,95.93,277.5,12780,1684,0.9486,8,0
2019-02-03,36,26512354.56,Hamilton,Richard Rodgers Theatre,3128049,3030472,290.87,849,10754,1321,1.0176,8,0
2019-02-03,36,26512354.56,"Harry Potter and the Cursed Child, Parts One and Two",Lyric Theatre,1927390,1988464,148.53,296.5,12976,1622,1,8,0
2019-02-03,36,26512354.56,King Kong,Broadway Theatre,650580.71,1596930,71.06,347,9155,1738,0.6584,8,0
2019-02-03,36,26512354.56,Kinky Boots,Al Hirschfeld Theatre,618633,1294256,83.46,249,7412,1424,0.6506,8,0
2019-02-03,36,26512354.56,Mean Girls,August Wilson Theatre,990674.5,1328576,109.92,299.5,9013,1225,0.9197,8,0
2019-02-03,36,26512354.56,My Fair Lady,Vivian Beaumont Theater,813732.5,1396120,113.32,323,7181,1069,0.8397,8,0
2019-02-03,36,26512354.56,Network,Belasco Theatre,1040402.42,954335,149.7,473,6950,1015,0.9782,7,0
2019-02-03,36,26512354.56,Pretty Woman: The Musical,Nederlander Theatre,744514.3,1365328,98.39,275,7567,1168,0.8098,8,0
2019-02-03,36,26512354.56,The Band's Visit,Ethel Barrymore Theatre,511073.4,1031928,71.38,247,7160,1039,0.8614,8,0
2019-02-03,36,26512354.56,The Book of Mormon,Eugene O'Neill Theatre,900396.5,1047213,120.86,477.5,7450,1047,1.0165,7,0
2019-02-03,36,26512354.56,The Cher Show,Neil Simon Theatre,934635.2,1491200,97.45,247,9591,1380,0.8688,8,0
2019-02-03,36,26512354.56,The Ferryman,Bernard B. Jacobs Theatre,719525.6,991944,105.24,297,6837,1019,0.8387,8,0
2019-02-03,36,26512354.56,The Lion King,Minskoff Theatre,1649169,1921975,124.34,225,13263,1696,0.9775,8,0
2019-02-03,36,26512354.56,The Phantom of the Opera,Majestic Theatre,677387.84,1347562,73.73,213,9188,1605,0.7156,8,0
2019-02-03,36,26512354.56,The Prom,Longacre Theatre,500132.47,1102800,80.11,247,6243,1045,0.7468,8,0
2019-02-03,36,26512354.56,To Kill A Mockingbird,Sam S. Shubert Theatre,1494444.94,1386070,128.41,497,11638,1435,1.0138,8,0
2019-02-03,36,26512354.56,True West,American Airlines Theatre,487144.3,775280,89.35,350,5452,740,0.9209,8,0
2019-02-03,36,26512354.56,Waitress,Brooks Atkinson Theatre,986836.7,1019480,130.45,270,7565,1045,0.9049,8,0
2019-02-03,36,26512354.56,Wicked,Gershwin Theatre,1363201.5,1779845,95.82,240,14227,1807,0.9842,8,0
2019-02-10,37,27661257.88,Aladdin,New Amsterdam Theatre,1141386.2,1323350,84.65,199.5,13483,1727,0.9759,8,0
2019-02-10,37,27661257.88,Anastasia,Broadhurst Theatre,545061.3,1093588,69.1,297,7888,1143,0.8626,8,0
2019-02-10,37,27661257.88,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,682323.09,1106908,87.3,247,7816,1026,0.9522,8,0
2019-02-10,37,27661257.88,Chicago,Ambassador Theatre,617923.65,967724,79.96,187,7728,1080,0.8944,8,0
2019-02-10,37,27661257.88,Choir Boy,Samuel J. Friedman Theatre,379818.55,686712,80.15,249,4739,637,0.9299,8,0
2019-02-10,37,27661257.88,Come From Away,Gerald Schoenfeld Theatre,911699.9,1154784,107.32,297,8495,1046,1.0152,8,0
2019-02-10,37,27661257.88,Dear Evan Hansen,Music Box Theatre,1205216.25,1352224,151.33,397,7964,984,1.0117,8,0
2019-02-10,37,27661257.88,Frozen,St. James Theatre,1289423.6,1456295,98.7,277.5,13064,1684,0.9697,8,0
2019-02-10,37,27661257.88,Hamilton,Richard Rodgers Theatre,3108317,2750670,288.96,849,10757,1321,1.0179,8,0
2019-02-10,37,27661257.88,"Harry Potter and the Cursed Child, Parts One and Two",Lyric Theatre,1947680.5,1988464,150.1,296.5,12976,1622,1,8,0
2019-02-10,37,27661257.88,King Kong,Broadway Theatre,724935.43,1596930,67.38,347,10759,1738,0.7738,8,0
2019-02-10,37,27661257.88,Kinky Boots,Al Hirschfeld Theatre,740858.2,1294256,85.62,249,8653,1424,0.7596,8,0
2019-02-10,37,27661257.88,Mean Girls,August Wilson Theatre,1010515.38,1328576,109.36,299.5,9240,1225,0.9429,8,0
2019-02-10,37,27661257.88,My Fair Lady,Vivian Beaumont Theater,869481.5,1396120,115.79,323,7509,1069,0.878,8,0
2019-02-10,37,27661257.88,Network,Belasco Theatre,1025682.98,954335,144.06,473,7120,1015,1.0021,7,0
2019-02-10,37,27661257.88,Pretty Woman: The Musical,Nederlander Theatre,825294.6,1365328,101.9,275,8099,1168,0.8668,8,0
2019-02-10,37,27661257.88,The Band's Visit,Ethel Barrymore Theatre,528202,1031928,72.39,247,7297,1039,0.8779,8,0
2019-02-10,37,27661257.88,The Book of Mormon,Eugene O'Neill Theatre,1018885,1190502,118.93,477.5,8567,1047,1.0228,8,0
2019-02-10,37,27661257.88,The Cher Show,Neil Simon Theatre,1004437.5,1491200,97.38,247,10315,1380,0.9343,8,0
2019-02-10,37,27661257.88,The Ferryman,Bernard B. Jacobs Theatre,786854.71,991944,109.67,297,7175,1019,0.8802,8,0
2019-02-10,37,27661257.88,The Lion King,Minskoff Theatre,1742668,1824964,129.13,225,13495,1696,0.9946,8,0
2019-02-10,37,27661257.88,The Phantom of the Opera,Majestic Theatre,813236.68,1347562,77.74,213,10461,1605,0.8147,8,0
2019-02-10,37,27661257.88,The Prom,Longacre Theatre,527155.25,1102800,77.5,247,6802,1045,0.8136,8,0
2019-02-10,37,27661257.88,To Kill A Mockingbird,Sam S. Shubert Theatre,1539570.51,1386070,132.23,497,11643,1435,1.0142,8,0
2019-02-10,37,27661257.88,True West,American Airlines Theatre,528398.3,775280,99.16,350,5329,740,0.9002,8,0
2019-02-10,37,27661257.88,Waitress,Brooks Atkinson Theatre,701149.3,1019480,91.31,270,7679,1045,0.9185,8,0
2019-02-10,37,27661257.88,Wicked,Gershwin Theatre,1445082.5,1779845,98.53,240,14667,1867,0.9823,8,0
2019-02-17,38,30511551.35,Aladdin,New Amsterdam Theatre,1371949.4,1521365,102.29,227.5,13413,1727,0.9708,8,0
2019-02-17,38,30511551.35,Anastasia,Broadhurst Theatre,722606.66,1105421,90.5,297,7985,1143,0.8733,8,0
2019-02-17,38,30511551.35,Be More Chill,Lyceum Theatre,738383.5,798297,120.71,397,6117,889,0.983,0,7
2019-02-17,38,30511551.35,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,713924.7,1106908,95.66,247,7463,1026,0.9092,8,0
2019-02-17,38,30511551.35,Chicago,Ambassador Theatre,625682.32,967724,90.23,203,6934,1080,0.8025,8,0
2019-02-17,38,30511551.35,Choir Boy,Samuel J. Friedman Theatre,363508.4,603123,76.4,249,4758,637,0.9337,8,0
2019-02-17,38,30511551.35,Come From Away,Gerald Schoenfeld Theatre,1023825.3,1181032,120.22,297,8516,1046,1.0177,8,0
2019-02-17,38,30511551.35,Dear Evan Hansen,Music Box Theatre,1275880.77,1352224,159.94,348,7977,984,1.0133,8,0
2019-02-17,38,30511551.35,Frozen,St. James Theatre,1250979.5,1630976,105.1,277.5,11903,1684,0.8835,8,0
2019-02-17,38,30511551.35,Hamilton,Richard Rodgers Theatre,2947001,2750670,274.39,849,10740,1321,1.0163,8,0
2019-02-17,38,30511551.35,"Harry Potter and the Cursed Child, Parts One and Two",Lyric Theatre,2013520.5,1988464,155.17,296.5,12976,1622,1,8,0
2019-02-17,38,30511551.35,King Kong,Broadway Theatre,796282.9,1596930,81.28,347,9797,1738,0.7046,8,0
2019-02-17,38,30511551.35,Kinky Boots,Al Hirschfeld Theatre,851310.25,1294256,94.1,249,9047,1424,0.7942,8,0
2019-02-17,38,30511551.35,"Kiss Me, Kate",Studio 54,376097.4,479960,94.81,250,3967,998,0.9937,0,4
2019-02-17,38,30511551.35,Mean Girls,August Wilson Theatre,1299610.2,1328576,138.92,299.5,9355,1225,0.9546,8,0
2019-02-17,38,30511551.35,My Fair Lady,Vivian Beaumont Theater,882056.5,1396120,125.22,323,7044,1069,0.8237,8,0
2019-02-17,38,30511551.35,Network,Belasco Theatre,1041461.72,954335,145.03,473,7181,1015,1.0107,7,0
2019-02-17,38,30511551.35,Pretty Woman: The Musical,Nederlander Theatre,883964.3,1365328,113.43,275,7793,1168,0.834,8,0
2019-02-17,38,30511551.35,The Band's Visit,Ethel Barrymore Theatre,627246.88,1031928,81.83,247,7665,1039,0.9222,8,0
2019-02-17,38,30511551.35,The Book of Mormon,Eugene O'Neill Theatre,1171528.5,1190502,135.34,477.5,8656,1047,1.0334,8,0
2019-02-17,38,30511551.35,The Cher Show,Neil Simon Theatre,934596,1491200,103.86,247,8999,1380,0.8151,8,0
2019-02-17,38,30511551.35,The Ferryman,Bernard B. Jacobs Theatre,737261.2,991944,108.48,297,6796,1019,0.8337,8,0
2019-02-17,38,30511551.35,The Lion King,Minskoff Theatre,1966141,2187150,144.94,225,13565,1696,0.9998,8,0
2019-02-17,38,30511551.35,The Phantom of the Opera,Majestic Theatre,829262.1,1347562,91.19,213,9094,1605,0.7083,8,0
2019-02-17,38,30511551.35,The Prom,Longacre Theatre,581461.65,1113250,79.83,247,7284,1045,0.8713,8,0
2019-02-17,38,30511551.35,To Kill A Mockingbird,Sam S. Shubert Theatre,1609189,1386070,138.27,497,11638,1435,1.0138,8,0
2019-02-17,38,30511551.35,True West,American Airlines Theatre,558596.8,775280,103.31,350,5407,740,0.9133,8,0
2019-02-17,38,30511551.35,Waitress,Brooks Atkinson Theatre,673915.9,1019480,103.47,270,6513,1045,0.7791,8,0
2019-02-17,38,30511551.35,Wicked,Gershwin Theatre,1644307,1779845,118.24,240,13906,1807,0.962,8,0
2019-02-24,39,29863192.12,Aladdin,New Amsterdam Theatre,1313733,1490665,95.36,199.5,13777,1727,0.9972,8,0
2019-02-24,39,29863192.12,Anastasia,Broadhurst Theatre,638469.7,1093588,84.28,297,7576,1143,0.8285,8,0
2019-02-24,39,29863192.12,Be More Chill,Lyceum Theatre,705491,911288,105.36,248,6696,889,0.9415,0,8
2019-02-24,39,29863192.12,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,633985.12,1106908,85.63,247,7404,1026,0.902,8,0
2019-02-24,39,29863192.12,Chicago,Ambassador Theatre,581514.66,967724,86.25,203,6742,1080,0.7803,8,0
2019-02-24,39,29863192.12,Choir Boy,Samuel J. Friedman Theatre,348721.6,686712,79.69,249,4376,637,0.8587,8,0
